id,trade_px,trade_volume,b1,b2,b3,b4,b5,a1,a2,a3,a4,a5,bq1,bq2,bq3,bq4,bq5,aq1,aq2,aq3,aq4,aq5,order_date_time,trades_date_time,update_type
1599,1180.5,0.2,1180.32,1179.97,1179.67,1179,1178.9,1180.5,1180.68,1180.96,1181.29,1181.5,3.68578,1.2,1.2,1.974,1.2,1.98,1.05417,1.05417,1.05414,2.67,2017-04-07D04:43:35.550481000,2017-04-07D04:38:57.306546000,1
1600,1180.5,0.2,1180.32,1179.97,1179.67,1179.45,1179.15,1180.5,1180.68,1180.96,1181.29,1181.5,3.68578,1.2,1.2,1.2,1.2,1.98,1.05417,1.05417,1.05414,2.67,2017-04-07D04:43:40.469270000,2017-04-07D04:38:57.306546000,1
1601,1180.5,0.2,1180.47,1180.32,1180.16,1179.45,1179.15,1180.5,1180.68,1180.96,1181.29,1181.5,1.19,3.68578,1.2,1.2,1.2,1.98,1.05417,1.05417,1.05414,2.67,2017-04-07D04:43:59.607991000,2017-04-07D04:38:57.306546000,1
1602,1180.47,0.02,1180.47,1180.32,1180.16,1179.45,1179.15,1180.5,1180.68,1180.96,1181.29,1181.5,1.19,3.68578,1.2,1.2,1.2,1.98,1.05417,1.05417,1.05414,2.67,2017-04-07D04:43:59.607991000,2017-04-07D04:44:01.598950000,2
1603,1180.47,0.02,1180.47,1180.32,1180.16,1179.85,1179.55,1180.5,1180.68,1180.96,1181.29,1181.5,1.19,3.68578,1.2,1.2,1.2,1.98,1.05417,1.05417,1.05414,2.67,2017-04-07D04:44:06.355205000,2017-04-07D04:44:01.598950000,1
1604,1180.47,0.02,1180.32,1180.11,1179.85,1179.79,1179.55,1180.5,1180.68,1180.96,1181.29,1181.5,3.68578,1.2,1.2,1.2,1.2,1.98,1.05417,1.05417,1.05414,2.67,2017-04-07D04:44:52.790955000,2017-04-07D04:44:01.598950000,1
1605,1180.47,0.02,1180.32,1180.11,1179.79,1179.48,1179.21,1180.5,1180.68,1180.96,1181.29,1181.5,3.68578,1.2,1.2,1.2,1.2,1.98,1.05417,1.05417,1.05414,2.67,2017-04-07D04:45:02.106093000,2017-04-07D04:44:01.598950000,1
1606,1180.47,0.02,1180.11,1179.79,1179.48,1179.21,1179,1180.5,1180.68,1180.96,1181.29,1181.5,0.88578,1.2,1.2,1.2,1.974,1.98,1.05417,1.05417,1.05414,2.67,2017-04-07D04:45:07.793322000,2017-04-07D04:44:01.598950000,1
1607,1180.11,0.62844,1180.11,1179.79,1179.48,1179.21,1179,1180.5,1180.68,1180.96,1181.29,1181.5,0.88578,1.2,1.2,1.2,1.974,1.98,1.05417,1.05417,1.05414,2.67,2017-04-07D04:45:07.793322000,2017-04-07D04:45:11.346704000,2
1608,1180.5,3.96,1180.11,1179.79,1179.48,1179.21,1179,1180.5,1180.68,1180.96,1181.29,1181.5,0.88578,1.2,1.2,1.2,1.974,1.98,1.05417,1.05417,1.05414,2.67,2017-04-07D04:45:07.793322000,2017-04-07D04:45:15.756424000,2
1609,1180.5,3.96,1180.5,1180.11,1179.9,1179.79,1179.48,1180.68,1180.96,1181.29,1181.5,1181.56,2.78,0.88578,1.98,1.2,1.2,1.05417,1.05417,1.05414,2.67,1.05415,2017-04-07D04:45:16.052149000,2017-04-07D04:45:15.756424000,1
1610,1180.5,3.96,1180.5,1180.11,1179.9,1179.79,1179.48,1180.68,1180.96,1181.29,1181.5,1181.56,2.78,0.88578,1.98,1.2,1.2,1.05417,1.05417,1.05414,1.93,1.05415,2017-04-07D04:45:20.346039000,2017-04-07D04:45:15.756424000,1
1611,1180.5,0.02,1180.5,1180.11,1179.9,1179.79,1179.48,1180.68,1180.96,1181.29,1181.5,1181.56,2.78,0.88578,1.98,1.2,1.2,1.05417,1.05417,1.05414,1.93,1.05415,2017-04-07D04:45:20.346039000,2017-04-07D04:45:37.412021000,2
1612,1180.5,0.02,1180.5,1180.11,1179.9,1179.79,1179.48,1180.68,1180.96,1181.29,1181.5,1181.56,2.77,0.88578,1.98,1.2,1.2,1.05417,1.05417,1.05414,1.93,1.05415,2017-04-07D04:45:39.938621000,2017-04-07D04:45:37.412021000,1
1613,1180.5,0.02,1180.68,1180.11,1179.9,1179.79,1179.48,1180.96,1181.29,1181.5,1181.56,1181.87,3.89583,0.88578,1.98,1.2,1.2,1.05417,1.05414,1.93,1.05415,1.05415,2017-04-07D04:46:21.848599000,2017-04-07D04:45:37.412021000,1
1614,1180.68,2.10834,1180.68,1180.11,1179.9,1179.79,1179.48,1180.96,1181.29,1181.5,1181.56,1181.87,3.89583,0.88578,1.98,1.2,1.2,1.05417,1.05414,1.93,1.05415,1.05415,2017-04-07D04:46:21.848599000,2017-04-07D04:46:24.681289000,2
1615,1181.5,1.78338,1180.68,1180.11,1179.9,1179.79,1179.48,1180.96,1181.29,1181.5,1181.56,1181.87,3.89583,0.88578,1.98,1.2,1.2,1.05417,1.05414,1.93,1.05415,1.05415,2017-04-07D04:46:21.848599000,2017-04-07D04:46:27.044156000,2
1616,1181.5,1.78338,1181.5,1180.9,1180.53,1180.22,1179.9,1181.56,1181.87,1182.25,1182.5,1182.63,3.53169,1.93,1.2,1.2,1.98,1.05415,1.05415,1.05404,2.11,1.05404,2017-04-07D04:46:31.549968000,2017-04-07D04:46:27.044156000,1
1617,1181.5,1.78338,1181.5,1180.9,1180.53,1180.22,1179.9,1181.56,1181.63,1181.87,1181.91,1182.25,3.53169,1.93,1.2,1.2,1.98,1.05415,1.05332,1.05415,1.05332,1.05404,2017-04-07D04:46:35.848764000,2017-04-07D04:46:27.044156000,1
1618,1181.5,2.07662,1181.5,1180.9,1180.53,1180.22,1179.9,1181.56,1181.63,1181.87,1181.91,1182.25,3.53169,1.93,1.2,1.2,1.98,1.05415,1.05332,1.05415,1.05332,1.05404,2017-04-07D04:46:35.848764000,2017-04-07D04:46:37.667964000,2
1619,1181.5,2.07662,1181.5,1181,1180.9,1180.69,1179.9,1181.56,1181.63,1181.87,1181.91,1182.25,3.53169,1.2,1.93,1.2,1.98,1.05415,1.05332,1.05415,1.05332,1.05404,2017-04-07D04:46:43.104462000,2017-04-07D04:46:37.667964000,1
1620,1181.5,2.07662,1181.5,1181,1180.9,1180.69,1179.9,1181.63,1181.87,1181.91,1182.25,1182.5,3.52169,1.2,1.93,1.2,1.98,1.05332,1.05415,1.05332,1.05404,2.11,2017-04-07D04:46:46.699037000,2017-04-07D04:46:37.667964000,1
1622,1181.5,0.02,1181.5,1181,1180.9,1180.69,1179.9,1181.63,1181.87,1181.91,1182.25,1182.5,3.52169,1.2,1.93,1.2,1.98,1.05332,1.05415,1.05332,1.05404,2.11,2017-04-07D04:46:46.699037000,2017-04-07D04:46:50.759917000,2
1623,1181.5,0.02,1181.5,1181,1180.9,1180.69,1180.6,1181.91,1182.25,1182.5,1183.28,1183.8,3.52169,1.2,1.93,1.2,1.2,1.05332,1.05404,2.11,1.05259,1.05289,2017-04-07D04:47:11.307851000,2017-04-07D04:46:50.759917000,1
1624,1181.5,0.02,1181.5,1181,1180.9,1180.69,1180.6,1181.91,1182.25,1182.5,1183.28,1183.8,3.51169,1.2,1.93,1.2,1.2,1.05332,1.05404,2.11,1.05259,1.05289,2017-04-07D04:47:15.185003000,2017-04-07D04:46:50.759917000,1
1625,1181.5,0.02,1181.5,1181,1180.9,1180.69,1180.6,1182.25,1182.5,1183.28,1183.8,1184.36,3.51169,1.2,1.93,1.2,1.2,1.05404,2.11,1.05259,1.05289,1.05259,2017-04-07D04:47:18.295782000,2017-04-07D04:46:50.759917000,1
1626,1181.91,0.1,1181.5,1181,1180.9,1180.69,1180.6,1182.25,1182.5,1183.28,1183.8,1184.36,3.51169,1.2,1.93,1.2,1.2,1.05404,2.11,1.05259,1.05289,1.05259,2017-04-07D04:47:18.295782000,2017-04-07D04:47:22.565511000,2
1627,1181.91,0.1,1181,1180.9,1180.69,1180.6,1180.29,1182.5,1183.28,1183.65,1183.8,1184.36,1.2,1.93,1.2,1.2,1.2,2.11,1.05259,1.05252,1.05289,1.05259,2017-04-07D04:47:22.937584000,2017-04-07D04:47:22.565511000,1
1628,1182.5,4.22,1181,1180.9,1180.69,1180.6,1180.29,1182.5,1183.28,1183.65,1183.8,1184.36,1.2,1.93,1.2,1.2,1.2,2.11,1.05259,1.05252,1.05289,1.05259,2017-04-07D04:47:22.937584000,2017-04-07D04:47:27.282408000,2
1629,1182.5,4.22,1182.5,1181.9,1181,1180.9,1180.69,1183.28,1183.65,1183.8,1184.36,1184.5,2.06,1.92,1.2,1.93,1.2,1.05259,1.05252,1.05289,1.05259,2.11,2017-04-07D04:47:31.535693000,2017-04-07D04:47:27.282408000,1
1630,1183.28,2.10518,1182.5,1181.9,1181,1180.9,1180.69,1183.28,1183.65,1183.8,1184.36,1184.5,2.06,1.92,1.2,1.93,1.2,1.05259,1.05252,1.05289,1.05259,2.11,2017-04-07D04:47:31.535693000,2017-04-07D04:47:34.678759000,2
1631,1183.28,2.10518,1183.28,1181.9,1181,1180.9,1180.69,1183.65,1183.8,1184.36,1184.5,1184.78,3.10741,1.92,1.2,1.93,1.2,1.05252,1.05289,1.05259,2.11,1.05252,2017-04-07D04:47:36.764868000,2017-04-07D04:47:34.678759000,1
1632,1183.28,2.10518,1183.28,1181.9,1181,1180.9,1180.69,1183.65,1183.8,1184.06,1184.36,1184.5,3.10741,1.92,1.2,1.93,1.2,1.05252,1.05289,1.0524,1.05259,2.11,2017-04-07D04:47:39.833482000,2017-04-07D04:47:34.678759000,1
1633,1183.28,2.10518,1183.65,1181.9,1181,1180.9,1180.69,1183.8,1184.06,1184.36,1184.5,1184.78,3.55748,1.92,1.2,1.93,1.2,1.05289,1.0524,1.05259,2.11,1.05252,2017-04-07D04:47:43.950355000,2017-04-07D04:47:34.678759000,1
1634,1183.65,2.10504,1183.65,1181.9,1181,1180.9,1180.69,1183.8,1184.06,1184.36,1184.5,1184.78,3.55748,1.92,1.2,1.93,1.2,1.05289,1.0524,1.05259,2.11,1.05252,2017-04-07D04:47:43.950355000,2017-04-07D04:47:46.891352000,2
1635,1183.65,2.10504,1183.8,1181.9,1181,1180.9,1180.69,1184.06,1184.35,1184.36,1184.5,1184.78,4.17,1.92,1.2,1.93,1.2,1.0524,1.0524,1.05259,2.11,1.05252,2017-04-07D04:47:51.870798000,2017-04-07D04:47:46.891352000,1
1636,1183.65,2.10504,1183.8,1181.9,1181.82,1181.51,1180.9,1184.35,1184.5,1184.72,1186.2,1187.27,4.17,1.92,1.2,1.2,1.93,1.0524,2.11,1.05232,2.555,1.2,2017-04-07D04:48:02.174577000,2017-04-07D04:47:46.891352000,1
1637,1183.65,2.10504,1183.8,1181.9,1181.4,1181.39,1181.1,1184.15,1184.43,1184.5,1184.72,1185.13,4.17,1.92,1.2,16.38,1.2,1.05232,1.05232,2.11,1.05232,1.0522,2017-04-07D04:48:23.718280000,2017-04-07D04:47:46.891352000,1
1638,1183.65,2.10504,1183.8,1181.9,1181.4,1181.39,1181.1,1184.5,1184.58,1184.72,1184.86,1185.13,4.17,1.92,1.2,16.38,1.2,2.11,1.05193,1.05232,1.05193,1.0522,2017-04-07D04:48:28.827989000,2017-04-07D04:47:46.891352000,1
1639,1183.65,2.10504,1184.5,1183.9,1181.9,1181.4,1181.39,1184.58,1184.72,1184.86,1185.13,1186.2,2.06,1.97,1.92,1.2,16.38,1.05193,1.05232,1.05193,1.0522,2.555,2017-04-07D04:48:34.809534000,2017-04-07D04:47:46.891352000,1
1640,1184.5,4.22,1184.5,1183.9,1181.9,1181.4,1181.39,1184.58,1184.72,1184.86,1185.13,1186.2,2.06,1.97,1.92,1.2,16.38,1.05193,1.05232,1.05193,1.0522,2.555,2017-04-07D04:48:34.809534000,2017-04-07D04:48:35.881126000,2
1641,1184.5,4.22,1184.5,1183.9,1181.9,1181.4,1181.39,1184.58,1184.86,1185.13,1186.2,1187.06,2.06,1.97,1.92,1.2,16.38,1.05193,1.05193,1.0522,2.555,1.2,2017-04-07D04:48:39.047324000,2017-04-07D04:48:35.881126000,1
1642,1184.5,4.22,1184.5,1183.9,1181.9,1181.4,1181.39,1184.58,1184.86,1185.13,1185.17,1186.02,2.06,1.97,1.92,1.2,16.38,1.05193,1.05193,1.0522,1.05191,1.05191,2017-04-07D04:48:43.229308000,2017-04-07D04:48:35.881126000,1
1643,1184.5,4.22,1183.9,1181.9,1181.4,1181.39,1181.1,1184.5,1184.58,1184.86,1185.13,1185.17,1.02,1.92,1.2,16.38,1.2,0.95,1.05193,1.05193,1.0522,1.05191,2017-04-07D04:48:47.574756000,2017-04-07D04:48:35.881126000,1
1644,1183.9,0.02,1183.9,1181.9,1181.4,1181.39,1181.1,1184.5,1184.58,1184.86,1185.13,1185.17,1.02,1.92,1.2,16.38,1.2,0.95,1.05193,1.05193,1.0522,1.05191,2017-04-07D04:48:47.574756000,2017-04-07D04:48:48.621177000,2
1645,1183.9,0.02,1183.9,1181.9,1181.4,1181.1,1180.94,1184.5,1184.58,1184.86,1185.13,1185.17,5.3,1.92,1.2,1.2,16.52,0.95,1.05193,1.05193,1.0522,1.05191,2017-04-07D04:48:53.094977000,2017-04-07D04:48:48.621177000,1
1646,1183.9,0.02,1183.9,1181.9,1181.4,1181.1,1180.94,1184.5,1184.58,1184.86,1185.17,1185.56,5.3,1.92,1.2,1.2,16.52,0.95,1.05193,1.05193,1.05191,1.05182,2017-04-07D04:49:01.360008000,2017-04-07D04:48:48.621177000,1
1647,1183.9,0.02,1181.9,1181.4,1181.1,1180.94,1180.9,1182.5,1184.5,1184.58,1184.86,1185.17,0.21,1.2,1.2,16.52,1.93,1.71,1.97,1.05193,1.05193,1.05191,2017-04-07D04:49:11.513522000,2017-04-07D04:48:48.621177000,1
1648,1181.9,3.42,1181.9,1181.4,1181.1,1180.94,1180.9,1182.5,1184.5,1184.58,1184.86,1185.17,0.21,1.2,1.2,16.52,1.93,1.71,1.97,1.05193,1.05193,1.05191,2017-04-07D04:49:11.513522000,2017-04-07D04:49:13.786755000,2
1649,1182.5,3.42,1181.9,1181.4,1181.1,1180.94,1180.9,1182.5,1184.5,1184.58,1184.86,1185.17,0.21,1.2,1.2,16.52,1.93,1.71,1.97,1.05193,1.05193,1.05191,2017-04-07D04:49:11.513522000,2017-04-07D04:49:18.282366000,2
1651,1182.5,3.42,1183.9,1181.9,1181.4,1181.1,1180.94,1184.5,1184.58,1184.86,1185.17,1185.35,2.35,1.92,1.2,1.2,16.46,1.97,1.05193,1.05193,1.05191,1.05226,2017-04-07D04:49:22.950712000,2017-04-07D04:49:18.282366000,1
1652,1182.5,3.42,1183.9,1181.9,1180.94,1180.9,1180.73,1184.5,1184.58,1184.86,1185.17,1185.35,4.19,1.92,16.46,1.93,1.2,1.97,1.05193,1.05193,1.05191,1.05226,2017-04-07D04:49:32.141102000,2017-04-07D04:49:18.282366000,1
1653,1182.5,3.42,1181.9,1180.94,1180.9,1180.73,1180.51,1184.5,1184.58,1184.86,1185.17,1185.35,1.92,16.46,1.93,1.2,1.05193,1.97,1.05193,1.05193,1.05191,1.05226,2017-04-07D04:49:33.218021000,2017-04-07D04:49:18.282366000,1
1654,1182.5,3.42,1183.9,1181.9,1180.94,1180.9,1180.73,1184.5,1184.58,1184.86,1185.17,1185.35,1.24,1.92,16.264,1.93,1.2,1.97,1.05193,1.05193,1.05191,1.05226,2017-04-07D04:49:35.500062000,2017-04-07D04:49:18.282366000,1
1655,1183.9,2.98,1183.9,1181.9,1180.94,1180.9,1180.73,1184.5,1184.58,1184.86,1185.17,1185.35,1.24,1.92,16.264,1.93,1.2,1.97,1.05193,1.05193,1.05191,1.05226,2017-04-07D04:49:35.500062000,2017-04-07D04:49:36.857531000,2
1656,1183.9,2.98,1183.9,1181.9,1180.94,1180.9,1180.51,1184.5,1184.58,1184.86,1185.17,1185.35,1.24,1.92,16.264,1.93,1.05193,1.97,1.05193,1.05193,1.05191,1.05226,2017-04-07D04:49:38.991637000,2017-04-07D04:49:36.857531000,1
1658,1183.9,0.02,1183.9,1181.9,1180.94,1180.9,1180.51,1184.5,1184.58,1184.86,1185.17,1185.35,1.24,1.92,16.264,1.93,1.05193,1.97,1.05193,1.05193,1.05191,1.05226,2017-04-07D04:49:38.991637000,2017-04-07D04:49:49.041093000,2
1660,1183.9,0.02,1183.9,1181.9,1180.94,1180.9,1180.51,1184.5,1184.58,1184.86,1185.17,1185.35,1.23,1.92,16.264,1.93,1.05193,1.97,1.05193,1.05193,1.05191,1.05226,2017-04-07D04:49:55.211268000,2017-04-07D04:49:49.041093000,1
1661,1183.9,0.02,1183.9,1181.9,1180.94,1180.9,1180.51,1184.5,1184.58,1184.86,1185.17,1185.35,0.23,1.92,16.264,1.93,1.05193,1.97,1.05193,1.05193,1.05191,1.05226,2017-04-07D04:50:06.331195000,2017-04-07D04:49:49.041093000,1
1663,1183.9,0.02,1183.9,1181.9,1180.94,1180.9,1180.51,1184.5,1184.58,1184.86,1185.17,1185.35,0.23,1.92,16.264,1.93,1.05193,1.97,1.05193,1.05193,1.05191,1.05226,2017-04-07D04:50:06.331195000,2017-04-07D04:50:11.273390000,2
1664,1183.9,0.02,1183.9,1181.9,1180.94,1180.9,1180.51,1184.5,1184.58,1184.86,1185.17,1185.35,0.22,1.92,16.264,1.93,1.05193,1.97,1.05193,1.05193,1.05191,1.05226,2017-04-07D04:50:12.294130000,2017-04-07D04:50:11.273390000,1
1666,1183.9,0.02,1183.9,1181.9,1180.94,1180.9,1180.51,1184.5,1184.58,1184.86,1185.17,1185.35,4.75,1.92,16.264,1.93,1.05193,1.97,1.05193,1.05193,1.05191,1.05226,2017-04-07D04:51:00.522459000,2017-04-07D04:50:11.273390000,1
1667,1184.5,2,1183.9,1181.9,1180.94,1180.9,1180.51,1184.5,1184.58,1184.86,1185.17,1185.35,4.75,1.92,16.264,1.93,1.05193,1.97,1.05193,1.05193,1.05191,1.05226,2017-04-07D04:51:00.522459000,2017-04-07D04:51:13.013118000,2
1668,1184.5,2,1183.9,1181.9,1180.94,1180.9,1180.51,1184.5,1184.58,1184.86,1185.17,1185.35,5.12,1.92,16.264,1.93,1.05193,0.97,1.05193,1.05193,1.05191,1.05226,2017-04-07D04:51:15.152417000,2017-04-07D04:51:13.013118000,1
1669,1184.5,2,1183.9,1181.9,1180.94,1180.9,1180.51,1184.58,1184.86,1185.17,1185.35,1185.56,6.09,1.92,16.264,1.93,1.05193,1.02193,1.05193,1.05191,1.05226,1.05182,2017-04-07D04:51:24.027508000,2017-04-07D04:51:13.013118000,1
1671,1184.58,0.06,1183.9,1181.9,1180.94,1180.9,1180.51,1184.58,1184.86,1185.17,1185.35,1185.56,6.09,1.92,16.264,1.93,1.05193,1.02193,1.05193,1.05191,1.05226,1.05182,2017-04-07D04:51:24.027508000,2017-04-07D04:51:29.907990000,2
1673,1184.58,0.06,1183.9,1181.9,1180.94,1180.9,1180.51,1184.58,1184.86,1185.17,1185.35,1185.56,6.09,1.92,16.264,1.93,1.05193,0.02193,1.05193,1.05191,1.05226,1.05182,2017-04-07D04:51:41.125380000,2017-04-07D04:51:29.907990000,1
1674,1184.58,2,1183.9,1181.9,1180.94,1180.9,1180.51,1184.58,1184.86,1185.17,1185.35,1185.56,6.09,1.92,16.264,1.93,1.05193,0.02193,1.05193,1.05191,1.05226,1.05182,2017-04-07D04:51:41.125380000,2017-04-07D04:51:42.648489000,2
1675,1184.58,2,1183.9,1181.9,1180.94,1180.9,1180.84,1184.91,1185.19,1185.35,1185.56,1185.78,6.09,1.92,16.264,1.93,1.05191,1.05191,1.05191,1.05226,1.05182,1.2,2017-04-07D04:51:50.262125000,2017-04-07D04:51:42.648489000,1
1676,1184.58,2,1183.9,1181.9,1180.94,1180.9,1180.84,1184.91,1185.19,1185.47,1185.56,1185.78,6.09,1.92,16.264,1.93,1.05191,1.05191,1.05191,1.05191,1.05182,1.2,2017-04-07D04:51:52.641868000,2017-04-07D04:51:42.648489000,1
1677,1184.58,2,1183.9,1181.9,1180.94,1180.9,1180.84,1184.91,1185.19,1185.25,1185.47,1185.78,6.09,1.92,16.264,1.93,1.05191,1.05191,1.05191,1.05236,1.05191,1.2,2017-04-07D04:52:01.659570000,2017-04-07D04:51:42.648489000,1
1678,1184.58,2,1183.9,1181.9,1180.94,1180.9,1180.27,1183.91,1185.25,1185.47,1185.78,1185.82,6.09,1.92,16.264,1.93,1.05191,1.05295,1.05236,1.05191,1.2,1.05236,2017-04-07D04:52:09.298774000,2017-04-07D04:51:42.648489000,1
1679,1184.58,2,1183.9,1181.9,1180.94,1180.9,1180.27,1183.91,1184.04,1185.25,1185.47,1185.78,6.09,1.92,16.264,1.93,1.05191,1.05295,1.05295,1.05236,1.05191,1.2,2017-04-07D04:52:14.722837000,2017-04-07D04:51:42.648489000,1
1680,1184.58,2,1183.9,1181.9,1180.94,1180.9,1180.15,1183.91,1184.04,1184.6,1185.47,1185.78,6.09,1.92,16.264,1.93,1.2,1.05295,1.05295,1.05295,1.05191,1.2,2017-04-07D04:52:16.805050000,2017-04-07D04:51:42.648489000,1
1681,1184.58,2,1183.9,1181.9,1180.94,1180.9,1180.15,1183.91,1184.04,1184.32,1184.6,1185.78,6.09,1.92,16.264,1.93,1.2,1.05295,1.05295,1.05295,1.05295,1.2,2017-04-07D04:52:18.513895000,2017-04-07D04:51:42.648489000,1
1682,1184.58,2,1183.9,1181.9,1180.94,1180.9,1180.15,1183.91,1184.04,1184.32,1184.6,1184.89,6.09,1.92,16.264,1.93,1.2,1.05295,1.05295,1.05295,1.05295,1.05295,2017-04-07D04:52:31.615254000,2017-04-07D04:51:42.648489000,1
1683,1183.91,2,1183.9,1181.9,1180.94,1180.9,1180.15,1183.91,1184.04,1184.32,1184.6,1184.89,6.09,1.92,16.264,1.93,1.2,1.05295,1.05295,1.05295,1.05295,1.05295,2017-04-07D04:52:31.615254000,2017-04-07D04:52:49.428515000,2
1684,1183.91,2,1183.9,1181.9,1180.94,1180.9,1180.15,1183.91,1184.04,1184.32,1184.6,1184.89,6.09,1.92,16.264,1.93,1.2,0.05295,1.05295,1.05295,1.05295,1.05295,2017-04-07D04:52:50.420086000,2017-04-07D04:52:49.428515000,1
1685,1183.91,2,1183.9,1181.9,1180.94,1180.9,1180.44,1183.91,1184.04,1184.32,1184.6,1184.89,6.09,1.92,16.264,1.93,1.2,0.05295,1.05295,1.05295,1.05295,1.05295,2017-04-07D04:52:59.199809000,2017-04-07D04:52:49.428515000,1
1686,1183.91,2,1183.9,1181.9,1180.94,1180.9,1180.81,1183.91,1184.04,1184.32,1184.6,1184.89,6.09,1.92,16.264,1.93,1.2,0.05295,1.05295,1.05295,1.05295,1.05295,2017-04-07D04:53:17.315096000,2017-04-07D04:52:49.428515000,1
1687,1183.91,2,1183.9,1181.9,1181.31,1181,1180.94,1183.91,1184.04,1184.32,1184.6,1184.89,6.09,1.92,1.2,1.2,16.264,0.05295,1.05295,1.05295,1.05295,1.05295,2017-04-07D04:53:39.068710000,2017-04-07D04:52:49.428515000,1
1688,1183.91,2,1183.9,1181.9,1181.31,1181,1180.96,1183.91,1184.04,1184.32,1184.6,1184.89,6.09,1.92,1.2,1.2,1.2,0.05295,1.05295,1.05295,1.05295,1.05295,2017-04-07D04:53:54.600831000,2017-04-07D04:52:49.428515000,1
1689,1183.91,2,1183.9,1181.9,1181.69,1181,1180.96,1183.91,1184.32,1184.6,1184.89,1185.17,6.09,1.92,1.2,1.2,1.2,1.10686,1.05295,1.05295,1.05295,1.05295,2017-04-07D04:54:05.442701000,2017-04-07D04:52:49.428515000,1
1690,1183.91,2,1183.9,1181.9,1181.69,1181.39,1180.96,1183.91,1184.32,1184.6,1184.89,1185.17,6.09,1.92,1.2,1.2,1.2,1.10686,1.05295,1.05295,1.05295,1.05295,2017-04-07D04:54:10.247743000,2017-04-07D04:52:49.428515000,1
1691,1183.91,2,1183.9,1181.9,1181.69,1181.39,1180.96,1183.91,1184.6,1184.89,1185.17,1185.45,6.09,1.92,1.2,1.2,1.2,2.16097,1.05295,1.05295,1.05295,1.05295,2017-04-07D04:54:13.174499000,2017-04-07D04:52:49.428515000,1
1692,1183.91,2,1183.9,1181.9,1180.96,1180.94,1180.9,1183.91,1184.6,1184.89,1185.17,1185.45,6.09,1.92,1.2,16.264,1.93,2.16097,1.05295,1.05295,1.05295,1.05295,2017-04-07D04:54:31.093568000,2017-04-07D04:52:49.428515000,1
1693,1183.91,2,1183.9,1181.9,1180.96,1180.94,1180.9,1183.91,1184.42,1184.89,1185.17,1185.45,6.09,1.92,1.2,16.264,1.93,2.16097,1.05339,1.05295,1.05295,1.05295,2017-04-07D04:54:37.389440000,2017-04-07D04:52:49.428515000,1
1694,1183.91,2,1183.9,1181.9,1180.94,1180.9,1180.56,1183.91,1184.42,1184.43,1184.71,1185.45,6.09,1.92,16.264,1.93,1.2,2.16097,1.05339,1.05364,1.05364,1.05295,2017-04-07D04:54:47.969667000,2017-04-07D04:52:49.428515000,1
1695,1183.91,2,1183.9,1181.9,1180.94,1180.9,1180.56,1183.91,1184.42,1184.43,1184.71,1184.73,6.09,1.92,16.264,1.93,1.2,2.16097,1.05339,1.05364,1.05364,1.05387,2017-04-07D04:55:19.890792000,2017-04-07D04:52:49.428515000,1
1696,1183.91,2,1183.9,1181.9,1180.94,1180.9,1180.56,1183.91,1184.19,1184.42,1184.43,1184.71,6.09,1.92,16.264,1.93,1.2,1.10706,1.05309,1.05339,1.05364,1.05364,2017-04-07D04:55:26.695871000,2017-04-07D04:52:49.428515000,1
1697,1183.91,2,1183.9,1181.9,1180.94,1180.9,1180.56,1183.91,1184.19,1184.43,1184.47,1184.71,6.09,1.92,16.264,1.93,1.2,0.05295,1.05309,1.05364,1.05309,1.05364,2017-04-07D04:55:43.024089000,2017-04-07D04:52:49.428515000,1
1698,1183.91,2,1183.9,1181.9,1180.94,1180.91,1180.9,1183.91,1184.19,1184.47,1184.75,1185.01,6.09,1.92,16.264,1.2,1.93,0.05295,1.05309,1.05309,1.05309,1.05387,2017-04-07D04:55:54.026538000,2017-04-07D04:52:49.428515000,1
1699,1183.91,2,1183.9,1181.9,1180.94,1180.91,1180.9,1183.91,1184.19,1184.47,1184.75,1185.27,6.09,1.92,16.264,1.2,1.93,0.05295,1.05309,1.05309,1.05309,1.05288,2017-04-07D04:55:57.220722000,2017-04-07D04:52:49.428515000,1
1700,1183.91,2,1183.9,1181.9,1180.94,1180.9,1180.5,1183.91,1184.19,1184.47,1184.75,1185.27,6.09,1.92,16.264,1.93,1.2,0.05295,1.05309,1.05309,1.05309,1.05288,2017-04-07D04:56:19.092746000,2017-04-07D04:52:49.428515000,1
1701,1183.91,2,1183.9,1181.9,1180.94,1180.9,1180.2,1183.91,1184.19,1184.47,1184.75,1185.27,6.09,1.92,16.264,1.93,1.2,0.05295,1.05309,1.05309,1.05309,1.05288,2017-04-07D04:56:54.490667000,2017-04-07D04:52:49.428515000,1
1702,1183.91,2,1183.9,1181.9,1180.94,1180.9,1180.2,1183.91,1184.47,1184.75,1185.27,1185.55,6.09,1.92,16.264,1.93,1.2,1.10736,1.05309,1.05309,1.05288,1.05288,2017-04-07D04:57:35.633202000,2017-04-07D04:52:49.428515000,1
1703,1183.91,2,1183.9,1181.9,1180.94,1180.9,1180.2,1183.91,1184.75,1185.27,1185.55,1185.61,6.09,1.92,16.264,1.93,1.2,2.16128,1.05309,1.05288,1.05288,2.10692,2017-04-07D04:57:44.525975000,2017-04-07D04:52:49.428515000,1
1704,1183.91,2,1183.9,1181.9,1180.94,1180.9,1180.6,1183.91,1184.75,1185.27,1185.55,1185.61,6.09,1.92,16.264,1.93,1.2,2.16128,1.05309,1.05288,1.05288,2.10692,2017-04-07D04:58:00.064935000,2017-04-07D04:52:49.428515000,1
